Title,URL
L32. Count total Nodes in a COMPLETE Binary Tree | O(Log^2 N) Approach | C++ | Java,https://www.youtube.com/watch?v=u-yWemKGWO0
L33. Requirements needed to construct a Unique Binary Tree | Theory,https://www.youtube.com/watch?v=9GMECGQgWrQ
L34. Construct a Binary Tree from Preorder and Inorder Traversal | C++ | Java,https://www.youtube.com/watch?v=aZNaLrVebKQ
L35. Construct the Binary Tree from Postorder and Inorder Traversal | C++ | Java,https://www.youtube.com/watch?v=LgLRTaEMRVc
L36. Serialize and De-serialize Binary Tree | C++ | Java,https://www.youtube.com/watch?v=-YbXySKJsX8
L37. Morris Traversal | Preorder | Inorder | C++ | Java,https://www.youtube.com/watch?v=80Zug6D1_r4
L38. Flatten a Binary Tree to Linked List | 3 Approaches | C++ | Java,https://www.youtube.com/watch?v=sWf7k1x9XR4
L39. Introduction to Binary Search Tree | BST,https://www.youtube.com/watch?v=p7-9UvDQZ3w
L40. Search in a Binary Search Tree | BST | C++ | Java,https://www.youtube.com/watch?v=KcNt6v_56cc
L41. Ceil in a Binary Search Tree | BST | C++ | Java,https://www.youtube.com/watch?v=KSsk8AhdOZA
L42. Floor in a Binary Search Tree | BST | C++ | Java,https://www.youtube.com/watch?v=xm_W1ub-K-w
L43. Insert a given Node in Binary Search Tree | BST | C++ | Java,https://www.youtube.com/watch?v=FiFiNvM29ps
L44. Delete a Node in Binary Search Tree | BST | C++ | Java,https://www.youtube.com/watch?v=kouxiP_H5WE
L45. K-th Smallest/Largest Element in BST,https://www.youtube.com/watch?v=9TJYWh0adfk
L46. Check if a tree is a BST or BT | Validate a BST,https://www.youtube.com/watch?v=f-sj7I5oXEI
L47. LCA in Binary Search Tree,https://www.youtube.com/watch?v=cX_kPV_foZc
L48. Construct a BST from a preorder traversal | 3 Methods,https://www.youtube.com/watch?v=UmJT3j26t1I
L49. Inorder Successor/Predecessor in BST | 3 Methods,https://www.youtube.com/watch?v=SXKAD2svfmI
L50. Binary Search Tree Iterator | BST | O(H) Space,https://www.youtube.com/watch?v=D2jMcmxU4bs
L51. Two Sum In BST | Check if there exists a pair with Sum K,https://www.youtube.com/watch?v=ssL3sHwPeb4
L52. Recover BST | Correct BST with two nodes swapped,https://www.youtube.com/watch?v=ZWGW7FminDM
L53. Largest BST in Binary Tree,https://www.youtube.com/watch?v=X0oXMdtUDwo
G-1. Introduction to Graph | Types | Different Conventions Used,https://www.youtube.com/watch?v=M3_pLsDdeuU
G-2. Graph Representation in C++ | Two Ways to Represent,https://www.youtube.com/watch?v=3oI-34aPMWM
G-3. Graph Representation in Java | Two Ways to Represent,https://www.youtube.com/watch?v=OsNklbh9gYI
G-4. What are Connected Components ?,https://www.youtube.com/watch?v=lea-Wl_uWXY
G-5. Breadth-First Search (BFS) | C++ and Java | Traversal Technique in Graphs,https://www.youtube.com/watch?v=-tgVpUgsQ5k
G-6. Depth-First Search (DFS) | C++ and Java | Traversal Technique in Graphs,https://www.youtube.com/watch?v=Qzf1a--rhp8
G-7. Number of Provinces | C++ | Java | Connected Components,https://www.youtube.com/watch?v=ACzkVtewUYA
G-8. Number of Islands | Number of Connected Components in Matrix | C++ | Java,https://www.youtube.com/watch?v=muncqlKJrH0
G-9. Flood Fill Algorithm | C++ | Java,https://www.youtube.com/watch?v=C-2_uSRli8o
G-10. Rotten Oranges | C++ | Java,https://www.youtube.com/watch?v=yf3oUhkvqA0
G-11. Detect a Cycle in an Undirected Graph using BFS | C++ | Java,https://www.youtube.com/watch?v=BPlrALf1LDU
G-12. Detect a Cycle in an Undirected Graph using DFS | C++ | Java,https://www.youtube.com/watch?v=zQ3zgFypzX4
G-13. Distance of nearest cell having 1 | 0/1 Matrix | C++ | Java,https://www.youtube.com/watch?v=edXdVwkYHF8
G-14. Surrounded Regions | Replace O's with X's | C++ | Java,https://www.youtube.com/watch?v=BtdgAys4yMk
G-15. Number of Enclaves | Multi-source BFS | C++ | Java,https://www.youtube.com/watch?v=rxKcepXQgU4
G-16. Number of Distinct Islands | Constructive Thinking + DFS | C++ | Java,https://www.youtube.com/watch?v=7zmgQSJghpo
G-17. Bipartite Graph | BFS | C++ | Java,https://www.youtube.com/watch?v=-vu34sct1g8
G-18. Bipartite Graph | DFS | C++ | Java,https://www.youtube.com/watch?v=KG5YFfR0j8A
G-19. Detect cycle in a directed graph using DFS | Java | C++,https://www.youtube.com/watch?v=9twcmtQj4DU
G-20. Find Eventual Safe States - DFS,https://www.youtube.com/watch?v=uRbJ1OF9aYM
G-21. Topological Sort Algorithm | DFS,https://www.youtube.com/watch?v=5lZ0iJMrUMk
G-22. Kahn's Algorithm | Topological Sort Algorithm | BFS,https://www.youtube.com/watch?v=73sneFXuTEg
G-23. Detect a Cycle in Directed Graph | Topological Sort | Kahn's Algorithm | BFS,https://www.youtube.com/watch?v=iTBaI90lpDQ
G-24. Course Schedule I and II | Pre-requisite Tasks | Topological Sort,https://www.youtube.com/watch?v=WAOfKpxYHR8
G-25. Find Eventual Safe States - BFS - Topological Sort,https://www.youtube.com/watch?v=2gtg3VsDGyc
G-26. Alien Dictionary - Topological Sort,https://www.youtube.com/watch?v=U3N_je7tWAs
G-27. Shortest Path in Directed Acyclic Graph - Topological Sort,https://www.youtube.com/watch?v=ZUFQfFaU-8U
G-28. Shortest Path in Undirected Graph with Unit Weights,https://www.youtube.com/watch?v=C4gxoTaI71U
G-29. Word Ladder - I | Shortest Paths,https://www.youtube.com/watch?v=tRPda0rcf8E
G-30. Word Ladder - 2 | Shortest Paths,https://www.youtube.com/watch?v=DREutrv2XD0
G-31. Word Ladder - 2 | Optimised Approach for Leetcode,https://www.youtube.com/watch?v=AD4SFl7tu7I
G-32. Dijkstra's Algorithm - Using Priority Queue - C++ and Java - Part 1,https://www.youtube.com/watch?v=V6H1qAeB-l4
G-33. Dijkstra's Algorithm - Using Set - Part 2,https://www.youtube.com/watch?v=PATgNiuTP20
"G-34. Dijkstra's Algorithm - Why PQ and not Q, Intuition, Time Complexity Derivation - Part 3",https://www.youtube.com/watch?v=3dINsjyfooY
G-35. Print Shortest Path - Dijkstra's Algorithm,https://www.youtube.com/watch?v=rp1SMw7HSO8
G-36. Shortest Distance in a Binary Maze,https://www.youtube.com/watch?v=U5Mw4eyUmw4
G-37. Path With Minimum Effort,https://www.youtube.com/watch?v=0ytpZyiZFhA
G-38. Cheapest Flights Within K Stops,https://www.youtube.com/watch?v=9XybHVqTHcQ
G-39. Minimum Multiplications to Reach End,https://www.youtube.com/watch?v=_BvEJ3VIDWw
G-40. Number of Ways to Arrive at Destination,https://www.youtube.com/watch?v=_-0mx0SmYxA
G-41. Bellman Ford Algorithm,https://www.youtube.com/watch?v=0vVofAhAYjc
G-42. Floyd Warshall Algorithm,https://www.youtube.com/watch?v=YbY8cVwWAvw
G-43. Find the City With the Smallest Number of Neighbours at a Threshold Distance,https://www.youtube.com/watch?v=PwMVNSJ5SLI
G-44. Minimum Spanning Tree - Theory,https://www.youtube.com/watch?v=ZSPjZuZWCME
G-45. Prim's Algorithm - Minimum Spanning Tree - C++ and Java,https://www.youtube.com/watch?v=mJcZjjKzeqk
G-46. Disjoint Set | Union by Rank | Union by Size | Path Compression,https://www.youtube.com/watch?v=aBxjDBC4M1U
G-47. Kruskal's Algorithm - Minimum Spanning Tree - C++ and Java,https://www.youtube.com/watch?v=DMnDM_sxVig
G-48. Number of Provinces - Disjoint Set,https://www.youtube.com/watch?v=ZGr5nX-Gi6Y
G-49. Number of Operations to Make Network Connected - DSU,https://www.youtube.com/watch?v=FYrl7iz9_ZU
G-50. Accounts Merge - DSU,https://www.youtube.com/watch?v=FMwpt_aQOGw
G-51. Number of Islands - II - Online Queries - DSU,https://www.youtube.com/watch?v=Rn6B-Q4SNyA
G-52. Making a Large Island - DSU,https://www.youtube.com/watch?v=lgiz0Oup6gM
G-53. Most Stones Removed with Same Row or Column - DSU,https://www.youtube.com/watch?v=OwMNX8SPavM
G-54. Strongly Connected Components - Kosaraju's Algorithm,https://www.youtube.com/watch?v=R6uoSjZ2imo
G-55. Bridges in Graph - Using Tarjan's Algorithm of time in and low time,https://www.youtube.com/watch?v=qrAub5z8FeA
G-56. Articulation Point in Graph,https://www.youtube.com/watch?v=j1QDfU21iZk
DP 1. Introduction to Dynamic Programming | Memoization | Tabulation | Space Optimization Techniques,https://www.youtube.com/watch?v=tyB0ztf0DNY
DP 2. Climbing Stairs | Learn How to Write 1D Recurrence Relations,https://www.youtube.com/watch?v=mLfjzJsN8us
DP 3. Frog Jump | Dynamic Programming | Learn to write 1D DP,https://www.youtube.com/watch?v=EgG3jsGoPvQ
DP 4. Frog Jump with K Distance | Lecture 3 Follow Up Question,https://www.youtube.com/watch?v=Kmh3rhyEtB8
DP 5. Maximum Sum of Non-Adjacent Elements | House Robber | 1-D | DP on Subsequences,https://www.youtube.com/watch?v=GrMBfJNk_NY
DP 6. House Robber 2 | 1D DP | DP on Subsequences,https://www.youtube.com/watch?v=3WaxQMELSkw
DP 7. Ninja's Training | MUST WATCH for 2D CONCEPTS 🔥 | Vacation | Atcoder | 2D DP |,https://www.youtube.com/watch?v=AE39gJYuRog
DP 8. Grid Unique Paths | Learn Everything about DP on Grids | ALL TECHNIQUES 🔥,https://www.youtube.com/watch?v=sdE0A2Oxofw
DP 9. Unique Paths 2 | DP on Grid with Maze Obstacles,https://www.youtube.com/watch?v=TmhpgXScLyY
DP 10. Minimum Path Sum in Grid | Asked to me In Microsoft Internship Interview | DP on GRIDS,https://www.youtube.com/watch?v=_rgTlyky1uQ
DP 11. Triangle | Fixed Starting Point and Variable Ending Point | DP on GRIDS,https://www.youtube.com/watch?v=SrP-PiLSYC0
DP 12. Minimum/Maximum Falling Path Sum | Variable Starting and Ending Points | DP on Grids,https://www.youtube.com/watch?v=N_aJ5qQbYA0
DP 13. Cherry Pickup II | 3D DP Made Easy | DP On Grids,https://www.youtube.com/watch?v=QGfn7JeXK54
DP 14. Subset Sum Equals to Target | Identify DP on Subsequences and Ways to Solve them,https://www.youtube.com/watch?v=fWX9xDmIzRI
DP 15. Partition Equal Subset Sum | DP on Subsequences,https://www.youtube.com/watch?v=7win3dcgo3k
Dp 16. Partition A Set Into Two Subsets With Minimum Absolute Sum Difference | DP on Subsequences,https://www.youtube.com/watch?v=GS_OqZb2CWc
DP 17. Counts Subsets with Sum K | Dp on Subsequences,https://www.youtube.com/watch?v=ZHyb-A2Mte4
DP 18. Count Partitions With Given Difference | Dp on Subsequences,https://www.youtube.com/watch?v=zoilQD1kYSg
DP 19. 0/1 Knapsack | Recursion to Single Array Space Optimised Approach | DP on Subsequences,https://www.youtube.com/watch?v=GqOmJHQZivw
DP 20. Minimum Coins | DP on Subsequences | Infinite Supplies Pattern,https://www.youtube.com/watch?v=myPeWb3Y68A
DP 21. Target Sum | DP on Subsequences,https://www.youtube.com/watch?v=b3GD8263-PQ
DP 22. Coin Change 2 | Infinite Supply Problems  | DP on Subsequences,https://www.youtube.com/watch?v=HgyouUi11zk
DP 23. Unbounded Knapsack | 1-D Array Space Optimised Approach,https://www.youtube.com/watch?v=OgvOZ6OrJoY
DP 24. Rod Cutting Problem | 1D Array Space Optimised Approach,https://www.youtube.com/watch?v=mO8XpGoJwuo
Dp 25. Longest Common Subsequence | Top Down | Bottom-Up | Space Optimised | DP on Strings,https://www.youtube.com/watch?v=NPZn9jBrX8U
DP 26. Print Longest Common Subsequence | Dp on Strings,https://www.youtube.com/watch?v=-zI4mrF2Pb4
DP 27. Longest Common Substring | DP on Strings 🔥,https://www.youtube.com/watch?v=_wP9mWNPL5w
DP 28. Longest Palindromic Subsequence,https://www.youtube.com/watch?v=6i_T5kkfv4A
DP 29. Minimum Insertions to Make String Palindrome,https://www.youtube.com/watch?v=xPBLEj41rFU
DP 30. Minimum Insertions/Deletions to Convert String A to String B,https://www.youtube.com/watch?v=yMnH0jrir0Q
DP 31. Shortest Common Supersequence | DP on Strings,https://www.youtube.com/watch?v=xElxAuBcvsU
DP 32. Distinct Subsequences | 1D Array Optimisation Technique 🔥,https://www.youtube.com/watch?v=nVG7eTiD2bY
DP 33. Edit Distance | Recursive to 1D Array Optimised Solution 🔥,https://www.youtube.com/watch?v=fJaKO8FbDdo
DP 34. Wildcard Matching | Recursive to 1D Array Optimisation 🔥,https://www.youtube.com/watch?v=ZmlQ3vgAOMo
DP 36. Buy and Sell Stock - II | Recursion to Space Optimisation,https://www.youtube.com/watch?v=nGJmxkUJQGs
DP 37. Buy and Sell Stocks III | Recursion to Space Optimisation,https://www.youtube.com/watch?v=-uQGzhYj8BQ
DP 38. Buy and Stock Sell IV | Recursion to Space Optimisation,https://www.youtube.com/watch?v=IV1dHbk5CDc
DP 39. Buy and Sell Stocks With Cooldown | Recursion to Space Optimisation,https://www.youtube.com/watch?v=IGIe46xw3YY
DP 40. Buy and Sell Stocks With Transaction Fee | Recursion to Space Optimisation,https://www.youtube.com/watch?v=k4eK-vEmnKg
DP 41. Longest Increasing Subsequence | Memoization,https://www.youtube.com/watch?v=ekcwMsSIzVc
DP 42. Printing Longest Increasing Subsequence | Tabulation | Algorithm,https://www.youtube.com/watch?v=IFfYfonAFGc
DP 43. Longest Increasing Subsequence | Binary Search | Intuition,https://www.youtube.com/watch?v=on2hvxBXJH4
DP 44. Largest Divisible Subset | Longest Increasing Subsequence,https://www.youtube.com/watch?v=gDuZwBW9VvM
DP 45. Longest String Chain | Longest Increasing Subsequence | LIS,https://www.youtube.com/watch?v=YY8iBaYcc4g
DP 46. Longest Bitonic Subsequence | LIS,https://www.youtube.com/watch?v=y4vN0WNdrlg
DP 47. Number of Longest Increasing Subsequences,https://www.youtube.com/watch?v=cKVl1TFdNXg
DP 48. Matrix Chain Multiplication | MCM | Partition DP Starts 🔥,https://www.youtube.com/watch?v=vRVfmbCFW7Y
DP 49. Matrix Chain Multiplication | Bottom-Up | Tabulation,https://www.youtube.com/watch?v=pDCXsbAw5Cg
DP 50. Minimum Cost to Cut the Stick,https://www.youtube.com/watch?v=xwomavsC86c
DP 51. Burst Balloons | Partition DP | Interactive G-Meet Session Update,https://www.youtube.com/watch?v=Yz4LlDSlkns
DP 52. Evaluate Boolean Expression to True | Partition DP,https://www.youtube.com/watch?v=MM7fXopgyjw
DP 53. Palindrome Partitioning - II | Front Partition 🔥,https://www.youtube.com/watch?v=_H8V5hJUGd0
DP 54. Partition Array for Maximum Sum | Front Partition 🔥,https://www.youtube.com/watch?v=PhWWJmaKfMc
DP 55. Maximum Rectangle Area with all 1's | DP on Rectangles,https://www.youtube.com/watch?v=tOylVCugy9k
DP 56. Count Square Submatrices with All Ones | DP on Rectangles 🔥,https://www.youtube.com/watch?v=auS1fynpnjo
L1. Introduction to LinkedList | Traversal | Length | Search an Element,https://www.youtube.com/watch?v=Nq7ok-OyEpg
L2. Deletion and Insertion in LL | 8 Problems,https://www.youtube.com/watch?v=VaECK03Dz-g
L3. Introduction to Doubly LinkedList | Insertions and Deletions,https://www.youtube.com/watch?v=0eKMU10uEDI
L4. Reverse a DLL | Multiple Approaches,https://www.youtube.com/watch?v=u3WUW2qe6ww
L5. Add 2 numbers in LinkedList | Dummy Node Approach,https://www.youtube.com/watch?v=XmRrGzR6udg
L6. Odd Even Linked List | Multiple Approaches,https://www.youtube.com/watch?v=qf6qp7GzD5Q
"L7. Sort a LinkedList of 0's, 1's and 2's | Multiple Approaches",https://www.youtube.com/watch?v=gRII7LhdJWc
L8. Remove Nth Node from the end of the LinkedList | Multiple Approaches,https://www.youtube.com/watch?v=3kMKYQ2wNIU
L9. Reverse a LinkedList | Iterative and Recursive,https://www.youtube.com/watch?v=D2vI2DNJGd8
L10. Check if a LinkedList is Palindrome or Not | Multiple Approaches,https://www.youtube.com/watch?v=lRY_G-u_8jk
L11. Add 1 to a number represented by LinkedList,https://www.youtube.com/watch?v=aXQWhbvT3w0
L12. Find the intersection point of Y LinkedList,https://www.youtube.com/watch?v=0DYoPz2Tpt4
L13. Find the middle element of the LinkedList | Multiple Approaches,https://www.youtube.com/watch?v=7LjQ57RqgEc
L14. Detect a loop or cycle in LinkedList | With proof and Intuition,https://www.youtube.com/watch?v=wiOo4DC5GGA
L15. Find the length of the Loop in LinkedList,https://www.youtube.com/watch?v=I4g1qbkTPus
L16. Delete the middle node of the LinkedList,https://www.youtube.com/watch?v=ePpV-_pfOeI
